id;title;overview;release_date;vote_average
163433;Pas Très Normales Activités;Une maison isolée, un jeune couple, un vidéaste pervers, un muet. Le tout donnant lieu à des activités normales... mais pas très !;2013-01-29;3.3
61765;'Les Tribulations d''un Chinois en Chine';'Arthur, jeune milliardaire blasé, semble s''ennuyer, mais se retrouve ruiné sur un coup du destin. Son précepteur lui conseille de prendre une assurance vie au profit de sa fiancée et de lui même. Arthur va être victime de nombreuses tentatives de meurtre, et en oublie sa déprime.';1965-12-04;7.3
48328;Les Acteurs;'Quelques portraits de comédiens (rien que des hommes en dehors de Josiane Balasko) qui se rencontrent et se racontent de facon organisée ou fortuite. Ils s''interrogent avec une certaine distance et ironie sur leur métier.';2000-04-05;5.7
375897;Encore Heureux;D’accord, Marie est un peu fatiguée de l’insouciance de son mari Sam, cadre sup au chômage depuis 2 ans. D’accord, elle est très tentée de se laisser séduire par ce bel inconnu qui lui fait la cour. D’accord, il y a aussi le concours de piano de sa fille... Si cet équilibre dingue et léger tient à peu près debout, un événement inattendu jette toute la famille sur un chemin encore plus fou.;2016-01-27;5.6
57382;Halal police d’État;Paris 2011, un serial killer sévit dans les épiceries de Barbès. Parmi les victimes, la femme d’un diplomate Algérien. C’est assez pour que la Police Algérienne entre en jeu et mette à disposition de la Police Nationale Française le plus grand duo de flics d’Afrique du Nord… l’inspecteur Nerh‐Nerh et Le Kabyle, deux blédards aux méthodes pas très … académiques.;2011-02-16;4.6
219814;Les nuits brûlantes de Linda;'Une jeune femme est engagée pour prendre soin d''un homme âgé qui vit sur une île au large de la côte grecque. Quand elle y arrive, l''homme l''avertit que ses filles sont mauvaises et dangereuses. La femme découvre que l''une des filles est une nymphomane folle qui poursuit, et séduit, tout le monde dans la maison, y compris sa sœur infirme.';1975-07-16;3.1
534373;Mais vous êtes fous;'Roman aime Camille, autant qu''il aime ses deux filles. Mais il cache à tous un grave problème d''addiction qui pourrait mettre en péril ce qu’il a de plus cher. L''amour a-t-il une chance de survivre quand la confiance est rompue ?';2019-04-24;6.2
29379;Une semaine sur deux;'Léa, douze ans, aurait aimé vivre dans une autre famille...Une famille où l''on ne se sépare pas, où l''on n''a pas deux maisons... une famille où sa mère la comprendrait mieux, où son père aurait un peu plus les pieds sur Terre et où son petit frère écolo ne lui reprocherait pas son temps passé sous la douche sous prétexte qu''il n''y aura bientôt plus d''eau sur la planète...Cette année-là, Léa entre en cinquième. Tandis que son père et sa mère tentent de reconstruire leur vie, elle va connaître son premier amour, celui qui bouscule les certitudes sur le monde, sur les parents, celui qui fait qu''on n''est plus jamais vraiment le même.Cette année-là, chacun va peu à peu retrouver son équilibre et s''ouvrir aux autres...';2009-07-22;5.4
39422;À gauche en sortant de l’ascenseur;'Yan qui attend un rendez-vous galant se trouve embarrassé par sa voisine qui a claqué la porte de chez elle alors qu''elle était sur le paillasson en petite tenue.';1988-08-31;6.5
268523;Libre et assoupi;'Sébastien n''a qu''une ambition dans la vie : ne rien faire. Son horizon, c''est son canapé. Sa vie il ne veut pas la vivre mais la contempler. Mais aujourd’hui, si tu ne fais rien... Tu n’es rien. Alors poussé par ses deux colocs, qui enchaînent stages et petits boulots, la décidée Anna et le pas tout à fait décidé Bruno, Sébastien va devoir faire... Un peu.';2014-05-07;6.6
843093;Plus que jamais;Hélène et Mathieu sont heureux ensemble depuis de nombreuses années. Le lien qui les unit est profond. Confrontée à une décision existentielle, Hélène part seule en Norvège pour chercher la paix et éprouver la force de leur amour.;2022-11-16;6.8
47831;À propos de Nice;'Une promenade dans Nice où l''on voit le décor et son envers.';1930-05-28;6.9
8892;Un conte de Noël;'À l''origine, Abel et Junon eurent deux enfants, Joseph et Elizabeth. Atteint d''une maladie génétique rare, le petit Joseph devait recevoir une greffe de moelle osseuse. Elizabeth n''était pas compatible, ses parents conçurent alors un troisième enfant dans l''espoir de sauver Joseph. Mais Henri qui allait bientôt naître, lui non plus, ne pouvait rien pour son frère – et Joseph mourut à l''âge de sept ans. Après la naissance d''un petit dernier, Ivan, la famille Vuillard se remet doucement de la mort du premier-né…';2008-05-16;6.7
398947;Le Petit Spirou;Petit Spirou, comme toute sa famille avant lui, a un destin professionnel tout tracé. Quand sa mère lui annonce qu’il intègrera dès la rentrée prochaine l’école des grooms, Petit Spirou, avec l’aide de ses copains, va profiter de ses derniers jours de classe pour déclarer sa flamme à Suzette. Et pas n’importe comment. Ils décident de vivre une aventure extraordinaire.;2017-09-27;5.3
31345;'L''Enfance nue';'Après plusieurs tentatives auprès de familles d''accueil, un gamin de l''Assistance publique trouve compréhension et réconfort auprès d''un vieux couple. Malheureusement il provoque un accident de la circulation. Il est envoyé dans un centre de redressement...';1969-01-22;7.1
40413;Les Randonneurs;'Deux filles et trois garçons partent en randonnée sur l''île de Beauté. La difficulté des chemins escarpés de la Corse va les révéler à eux-mêmes.';1997-03-12;5.7
55836;Une femme douce;Un homme revoit sa vie passée aux côtés de sa compagne.;1969-08-27;6.8
533932;Le Poulain;Arnaud Jaurès, 25 ans, novice en politique, intègre par un concours de circonstances l’équipe de campagne d’un candidat à l’élection présidentielle. Il devient l’assistant de Agnès Karadzic, directrice de la communication, une femme de pouvoir et d’expérience qui l’attire et le fascine.  Sans l’épargner, elle l’initie aux tactiques de campagne, et à ses côtés il observe les coups de théâtre et les rivalités au sein de l’équipe, abandonnant peu à peu sa naïveté pour gravir les échelons, jusqu’à un poste très stratégique.;2018-09-19;5.2
712124;Médecin de nuit;Mikaël est médecin de nuit. Il soigne des patients de quartiers difficiles, mais aussi ceux que personne ne veut voir : les toxicomanes. Tiraillé entre sa femme et sa maîtresse, entraîné par son cousin pharmacien dans un dangereux trafic de fausses ordonnances de Subutex, sa vie est un chaos. Mikaël n’a plus le choix : cette nuit, il doit reprendre son destin en main.;2021-06-16;6.6
14419;'Coluche, l''histoire d''un mec';'Septembre 1980. Coluche triomphe tous les soirs au Gymnase. «Comique préféré des Français», il est au sommet de sa gloire, télés, radios et journaux se l''arrachent, et sa maison est l''endroit où se croise tout ce que le pays compte de vedettes... Toujours prêt à pousser le bouchon un peu plus loin, il décide, pour rire, de poser sa candidature à la Présidence de la République. Très vite, la France se bidonne, l''acclame, le soutient. Les sondages s''affolent, sa cote monte en flèche. Et si finalement un clown se faisait élire Président? Lui-même commence à y croire...';2008-10-15;6.1
582919;'L''État sauvage';États-Unis, 1861, la guerre de Sécession fait rage. Une famille de colons français décide de fuir le Missouri où ils vivent depuis 20 ans. Edmond, Madeleine et leurs trois filles doivent traverser tout le pays pour rejoindre New York où les attend un bateau qui les ramènera en France. Victor, ancien mercenaire au comportement mystérieux, est chargé de veiller à la sécurité du voyage…;2020-02-26;5.6
738231;'Parents d''élèves';Vincent, trentenaire sans enfant, infiltre une tribu aux codes et au langage mystérieux : les parents d’élèves. Se retrouver aux réunions parents-prof, aux sorties d’école et à la kermesse de fin d’année relève d’un sacré exploit ! Mais voilà, Vincent a une très bonne raison d’être là et finit même par se sentir bien dans cette communauté un peu spéciale…;2020-10-07;6.5
642803;Òlòtūré;À Lagos, une journaliste se mêle aux prostituées pour infiltrer un réseau de traite humaine et plonge dans un monde violent où les femmes sont exploitées sans pitié.;2019-10-31;6.2
36882;La Première Fois;'1952 Claude a 16 ans et c''est la fin de l''année scolaire. Pour son père, la seule chose qui compte vraiment ce sont les examens. Pour Claude et ses copains, René, Sammy et Bernard, les filles passent avant tout. Ils désirent ardemment passer aux actes. Après une première expérience avec une prostituée, ce dernier tombe amoureux d''une jolie Canadienne.';1976-12-01;5
42145;Le choix des armes;'Noël Durieux, un ancien truand, s''occupe désormais d''un haras avec sa femme Nicole. Mickey, un malfrat en cavale, trouve refuge chez lui, mais en le voyant discuter avec l''inspecteur Sarlat, il s''imagine que Noël l''a dénoncé...';1981-08-19;6.6
68178;'Omar m''a tuer';Le 24 juin 1991, Ghislaine Marchal est retrouvée morte dans la cave de sa villa de Mougins. Des lettres de sang accusent : « Omar m’a tuer ». Quelques jours plus tard, Omar Raddad, son jardinier, est écroué à la prison de Grasse. Il parle peu, comprend mal le français, a la réputation d’être calme et sérieux. Dès lors, il est le coupable évident. Il n’en sortira que sept ans plus tard, gracié, mais toujours coupable aux yeux de la justice. En 1994, révolté par le verdict, Pierre-Emmanuel Vaugrenard, écrivain convaincu de l’innocence d’Omar Raddad, s’installe à Nice pour mener sa propre enquête et rédiger un ouvrage sur l’affaire…;2011-06-21;6.6
589116;Antoine Griezmann : Champion Du Monde;'Avec détermination, Antoine Griezmann a surmonté les difficultés pour se hisser au sommet et devenir l''un des meilleurs footballeurs... et même champion du monde.';2019-03-21;7.1
78071;Glissements progressifs du plaisir;'Alice est enfermée dans une prison pour mineures tenue par des religieuses. Elle est accusée d''avoir tué Nora, son amie. Celle-ci a été retrouvée morte, attachée dans son lit, une paire de ciseaux dans le coeur. L''interrogatoire commence dans sa cellule, dont l''architecture rappelle l''appartement où a eu lieu le meurtre. La confession d''Alice mêle la réalité à des délires quasi fantastique. Une jeune avocate entre dans la cellule d''Alice. Ses traits rapellent ceux de Nora. Elle se laisse abuser par les fantaisies verbales d''Alice, se prête aux jeux lesbiens et connaît le sort de l''infortunée Nora...';1974-03-07;6.3
149087;En solitaire;'Yann Kermadec voit son rêve se réaliser quand il remplace au pied levé, son ami Franck Drevil, au départ du Vendée Globe, le tour du monde à la voile en solitaire. Habité par une farouche volonté de gagner, alors qu''il est en pleine course, la découverte à son bord d''un jeune passager va tout remettre en cause.';2013-11-06;6.2
77418;Michel Strogoff;'Lorsque l''émir Féofar-Khan, chef des hordes tatares, prend les armes et envahit les steppes de Sibérie orientale, le tsar Alexandre II de Russie confie au courageux officier Michel Strogoff une dangereuse mission.';1956-12-14;6.3
13734;Le Cœur des hommes 2;'Alex, Antoine, Jeff et Manu, quatre amis, quatre ans plus tard. Leurs rapports avec les femmes, leur amitié, leurs secrets partagés, leurs sentiments de culpabilité, leur volonté de changer, de s''améliorer...';2007-10-24;6.1
62363;Le Viager;'Au debut des années 30, condamné à terme par son médecin, un célibataire de 59 ans met en viager une proprieté à Saint-Tropez. Mais il s''obstine à ne pas mourir, ce qui ne fait pas l''affaire de tout le monde...';1972-01-19;6.7
525526;'L''école est finie';Agathe Langlois, parisienne jusqu’au bout des ongles bien vernis, est ravie : elle vient d’être titularisée comme professeur d’anglais. Le bonheur de cette nouvelle ne va pas durer, elle apprend qu’elle est mutée… à des centaines de kilomètres de son arrondissement parisien, en pleine campagne ! Et quand Agathe découvre le niveau et la motivation des élèves de sa nouvelle classe, au fin fond de la Picardie, c’est la douche froide ! Entre des élèves plus que dissipés et des collègues qui l’ignorent, la jeune femme va devoir ranger ses Louboutins et s’adapter à sa nouvelle vie de prof à la campagne...;2018-07-11;5.7
660334;Arthur Rambo;Qui est Karim D. ? Ce jeune écrivain engagé au succès annoncé ou son alias Arthur Rambo qui poste des messages haineux que l’on exhume un jour des réseaux sociaux…;2022-02-02;6
87061;Le Voyage extraordinaire;'Six savants, membres du Club des Astronomes, entreprennent une expédition qui doit les conduire sur la lune. C’est le synopsis du premier film de science fiction de l’histoire, « Le Voyage dans la Lune » de Georges Méliès. Ce documentaire raconte l''incroyable aventure du siècle et le défi de la restauration la plus complexe de l''histoire du cinéma.';2011-12-08;7.6
971594;Les Miens;Moussa a toujours été doux, altruiste et présent pour sa famille. A l’opposé de son frère Ryad présentateur télé à la grande notoriété qui se voit reprocher son égoïsme par son entourage. Seul Moussa le défend, qui éprouve pour son frère une grande admiration. Un jour Moussa chute et se cogne violemment la tête. Il souffre d’un traumatisme crânien. Méconnaissable, il parle désormais sans filtre et balance à ses proches leurs quatre vérités. Il finit ainsi par se brouiller avec tout le monde, sauf avec Ryad.;2022-11-23;6.4
82224;'La Chair de l''orchidée';'Lorsque Claire hérite d''une immense fortune, Madame Bastier Wegener, sa tante, la fait interner dans un hôpital psychiatrique afin de récupérer ses biens. Claire réussit à s''évader et rencontre Louis Delage, un éleveur de chevaux, dont elle s''éprend. Mais tous deux sont bientôt poursuivis par des tueurs.';1975-01-29;5.7
446039;Cherchez la femme;'Armand et Leila, étudiants à Science Po, forment un jeune couple. Ils projettent de partir à New York faire leur stage de fin d’études aux Nations Unies. Mais quand Mahmoud, le grand frère de Leila, revient d''un long séjour au Yémen qui l’a radicalement transformé, il s’oppose à la relation amoureuse de sa sœur et décide de l’éloigner à tout prix d’Armand. Pour s’introduire chez Mahmoud et revoir Leila, Armand n’a pas le choix : il doit enfiler le voile intégral ! Le lendemain, une certaine Schéhérazade au visage voilé sonne à la porte de Leila, et elle ne va pas laisser Mahmoud indifférent…';2017-06-28;6.2
1549;'L''Esquive';'Abdelkrim, dit Krimo, quinze ans, vit dans une cité HLM de la banlieue parisienne. Il partage avec sa mère, employée dans un supermarché, et son père, en prison, un grand rêve fragile : partir sur un voilier au bout du monde.En attendant, il traîne son ennui dans un quotidien banal de cité, en compagnie de son meilleur ami, Eric, et de leur bande de copains. C''est le printemps et Krimo tombe sous le charme de sa copine de classe Lydia, une pipelette vive et malicieuse...';2003-11-25;6.8
54544;Un crime au Paradis;'"Jojo Braconnier ne peut plus supporter sa femme alcoolique, mauvaise et littéralement invivable. Il découvre à la télévision un reportage sur Maître Jacquard, un avocat brillant qui vient d''obtenir son vingt-cinquième acquittement. Jojo le rencontre et lui avoue le meurtre de sa femme, un crime qu''il n''a pas commis. De façon très adroite, il obtient des explications de l''avocat sur la façon dont il aurait dû agir pour obtenir les circonstances atténuantes, voire même l''acquittement. De retour chez lui, Jojo suit à la lettre les ""recommandations"" de Maître Jacquard et tue son épouse."';2001-02-28;6.6
56704;Le Coach;'Maximilien Chêne est probablement le meilleur coach de Paris et les plus grandes entreprises font appel à ses services. Mais c''est également un joueur invétéré, qui vient de contracter une énorme dette auprès d''un casino. Alors que sa femme, de guerre lasse, le quitte, Maximilien doit absolument trouver une mission bien rémunérée pour éviter la ruine. Celle-ci lui est finalement proposée par une société qui lui demande de coacher, à son insu, un de ses directeurs, Patrick Marmignon. Engagé comme stagiaire, Maximilien doit aider Patrick à négocier un important contrat avec des clients chinois...';2009-09-09;5.5
141581;Nous York;'Michaël, Nabil et Sylvain, trois trentenaires de Nanterre, débarquent à New York par surprise à l''occasion de l’anniversaire de Samia, leur amie d''enfance. C''est Gabrielle, elle aussi une amie de toujours qui a tout organisé. Les deux copines ont quitté leur cité depuis deux ans pour tenter leurs chances aux États-Unis. Samia est l''assistante personnelle d''une célèbre comédienne avec qui elle partage un sublime appartement. Gabrielle, quant à elle, travaille dans une maison de retraite où elle a lié une relation tendre avec Mme Hazan, une Française placée ici par ses enfants. Transposés à New York, les liens étroits tissés depuis toujours prennent un relief particulier, au rythme des péripéties de leur séjour, du quotidien new-yorkais des deux amies et de la découverte de la ville culte...';2012-11-06;4.8
76609;'L''Ordre et la Morale';'Avril 1988, Île d''Ouvéa, Nouvelle-Calédonie. 30 gendarmes retenus en otage par un groupe d''indépendantistes kanak. 300 militaires envoyés depuis la France pour rétablir l''ordre. 2 hommes face à face : Philippe Legorjus, capitaine du GIGN et Alphonse Dianou, chef des preneurs d''otages. À travers des valeurs communes, ils vont tenter de faire triompher le dialogue. Mais en pleine période d''élection présidentielle, lorsque les enjeux sont politiques, l''ordre n''est pas toujours dicté par la morale...';2011-11-16;6.7
57308;P.R.O.F.S.;'Jeune professeur de lettres, Frédéric a des méthodes très « cool » qui tranchent avec les habitudes du lycée où il vient d''arriver. Avec ses amis Michel, Gérard et Francis, profs de dessin, de sport et documentaliste, il décide de secouer les traditions et de rénover le lycée.';1985-09-18;6.3
225564;100% cachemire;Aleksandra et Cyrille forment un couple très chanceux très tendance qui apparemment a tout. Enfin tout, sauf un enfant. Alekseï, petit garçon russe de 7 ans va débarquer dans leur vie…;2013-12-11;5.3
543633;Lola et ses frères;'Lola a deux frères : Benoît, qui se marie pour la troisième fois, et Pierre, qui débarque en retard au mariage… Excuses, reproches, engueulades, brouilles, chacun essaie de vivre sa vie de son côté. Benoît va devenir père sans y être prêt. Lola fait la rencontre de Zoher alors qu’elle s''occupe de son divorce. Quant à Pierre, ses problèmes professionnels s''enveniment. Tout dans leur vie devrait les éloigner, mais ces trois-là sont inséparables…';2018-11-28;6.5
408543;Une Vie;Normandie, 1819. A peine sortie du couvent où elle a fait ses études, Jeanne Le Perthuis des Vauds, jeune femme trop protégée et encore pleine des rêves de l’enfance, se marie avec Julien de Lamare. Très vite, il se révèle pingre, brutal et volage. Les illusions de Jeanne commencent alors peu à peu à s’envoler.;2016-11-23;5.5
252607;Fiston;'Depuis qu’il a 7 ans, Alex n’a qu’une obsession : séduire Sandra Valenti, la plus jolie fille d’Aix en Provence et, à ses yeux, la plus jolie fille du monde. Aujourd’hui, il lui faut un plan infaillible pour pouvoir enfin l’aborder. Il décide de s''adjoindre les services d''Antoine Chamoine qui presque 20 ans auparavant, a séduit Monica, la mère de Sandra.';2014-03-12;5.4
33623;Innocence;Quelque part, dans une forêt, une école. Là, isolées du monde, de très jeunes filles apprennent la danse et les sciences naturelles...;2005-01-12;6.6
467679;Carnivores;Mona rêve depuis toujours d’être comédienne. Au sortir du Conservatoire, elle est promise à un avenir brillant mais c’est Sam, sa sœur cadette, qui se fait repérer et devient rapidement une actrice de renom. À l’aube de la trentaine, à court de ressources, Mona est contrainte d’emménager chez sa sœur qui, fragilisée par un tournage éprouvant, lui propose de devenir son assistante.  Sam néglige peu à peu son rôle d’actrice, d’épouse, de mère et finit par perdre pied. Ces rôles que Sam délaisse, Mona comprend qu’elle doit s’en emparer.;2018-03-28;5.5
473325;Ni juge, ni soumise;'Ce n’est pas du cinéma, c’est pire. Premier long-métrage StripTease, émission culte de la télévision belge. Pendant 3 ans les réalisateurs ont suivi à Bruxelles la juge Anne Gruwez au cours d''enquêtes criminelles, d’auditions, de visites de scènes de crime. Ce n''est pas du cinéma, c''est pire.';2018-02-07;7.3
21145;Louise-Michel;'Quelque part en Picardie, le patron d''une entreprise de cintres vide son usine dans la nuit pour la délocaliser. Le lendemain, les ouvrières se réunissent et mettent le peu d''argent de leurs indemnités dans un projet commun : faire buter le patron par un professionnel.';2008-09-23;6.3
34280;'L''Aventure c''est l''aventure';Cinq compères, truands mais néanmoins sympathiques, n’arrivent plus à exercer leur métier auprès des banques, et décident de se recycler dans l’enlèvement de personnalités. Leur première victime est Johnny Hallyday. Ils s’en prennent ensuite à un ambassadeur pour le compte d’un révolutionnaire sud-américain, qu’ils enlèvent ensuite à son tour pour l’offrir au plus offrant.;1972-05-04;6.7
253687;La Crème de la crème;'Dan, Kelliah et Louis sont trois étudiants d''une des meilleures écoles de commerce de France. Ils sont formés pour devenir l’élite de demain et sont bien décidés à passer rapidement de la théorie à la pratique.  Alors que les lois du marché semblent s’appliquer jusqu’aux relations entre garçons et filles, ils vont transformer leur campus en lieu d’étude et d’expérimentation.  La crème de la crème de la jeunesse française s''amuse et profite pleinement de ses privilèges : tout se vend car tout s’achète… mais dans quelle limite ?';2014-04-02;6.1
52999;'L''Adversaire';'Dans sa grande et belle maison, Jean-Marc Faure est seul devant son poste de télévision : il regarde une vidéo familiale en sirotant un verre de whisky. Peu à peu, il se souvient de son existence. Pour tout le monde, il est un brillant chirurgien, effectuant de nombreuses missions pour l''Organisation mondiale de la santé. Depuis des années, sa femme Christine, ses amis et sa famille croient tout ce que Jean-Marc leur raconte. Mais l''homme cache un terrible secret : il n''a jamais terminé ses études de médecine et jongle avec ses propres mensonges et l''argent des autres. En effet, pour assurer son train de vie de chirurgien, Jean-Marc emprunte de l''argent à sa famille...';2002-08-28;6.6
13471;Skate Or Die;'Mickey et Idriss, deux jeunes skateurs sans histoire, se trouvent témoins d''un triple homicide. Repérés par les assassins, ils prennent la fuite, comprenant rapidement qu''il s''agit d''une question de vie ou de mort. Se réfugiant dans un commissariat, ils découvrent que les criminels sont en réalité des inspecteurs véreux, mais c''est trop tard, l''alerte est donnée. Commence alors une course poursuite effrénée dans les rues de Paris. Traqués sans relâche, Mickey et Idriss vont tenter le tout pour le tout afin d''échapper à ces tueurs sans scrupules. Skate or die...';2008-06-11;4.6
774343;Tromperie;Londres - 1987. Philip est un écrivain américain célèbre exilé à Londres. Sa maîtresse vient régulièrement le retrouver dans son bureau, qui est le refuge des deux amants. Ils y font l’amour, se disputent, se retrouvent et parlent des heures durant , des femmes qui jalonnent sa vie, de sexe, d’antisémitisme, de littérature, et de fidélité à soi-même…;2021-07-17;5.6
258435;La Ritournelle;Brigitte et Xavier sont éleveurs bovins en Normandie. Elle est rêveuse, la tête dans les étoiles. Lui, les pieds ancrés dans la terre, vit surtout pour son métier. Avec le départ des enfants, la routine de leur couple pèse de plus en plus à Brigitte. Un jour, sur un coup de folie, elle prend la clef des champs. Destination : Paris. Xavier réalise alors qu’il est peut-être en train de la perdre. Parviendront-ils à se retrouver ? Et comment se réinventer, après toutes ces années ? La reconquête emprunte parfois des chemins de traverse...;2014-03-08;5.9
266040;Bird People;En transit dans un hôtel international près de Roissy, un ingénieur en informatique américain, soumis à de très lourdes pressions professionnelles et affectives, décide de changer radicalement le cours de sa vie. Quelques heures plus tard, une jeune femme de chambre de l’hôtel, qui vit dans un entre-deux provisoire, voit son existence basculer à la suite d’un événement surnaturel.;2014-06-04;5.9
12111;Les Spécialistes;'Paul et Stéphane, deux repris de justice, profitent de l''arrêt de la fourgonnette qui les transporte pour s''évader, enchaînés l''un à l''autre. Les premiers contacts entre les deux hommes manquent de chaleur mais bientôt, Stéphane, qui passe pour être le meilleur casseur de France, s''intéresse fortement au projet que caresse Paul. Celui-ci envisage rien moins qu''un fabuleux cambriolage dans un casino de la Côte d''Azur. C''est chez une jeune veuve, qui pleure encore le meurtre de son mari par la police, que les deux complices trouvent asile. Le trio se met à l''ouvrage. Rien ne doit être laissé au hasard dans cette périlleuse entreprise...';1985-03-13;6.6
93188;Les bien-aimés;'Du Paris des sixties au Londres des années 2000, Madeleine, puis sa fille Véra vont et viennent autour des hommes qu’elles aiment. Mais toutes les époques ne permettent pas de vivre l''amour avec légèreté. Comment résister au temps qui passe et qui s''attaque à nos sentiments les plus profonds ?';2011-08-17;6.3
414372;Polina, danser sa vie;'Russie, dans les années 90. Portée depuis l''enfance par la rigueur et l''exigence du professeur Bojinski, Polina est une danseuse classique prometteuse. Alors qu''elle s''apprête à intégrer le prestigieux ballet du Bolchoï, elle assiste à un spectacle de danse contemporaine qui la bouleverse profondément. C''est un choc artistique qui fait vaciller tout ce en quoi elle croyait. Elle décide de tout quitter et rejoint Aix-en-Provence pour travailler avec la talentueuse chorégraphe Liria Elsaj et tenter de trouver sa propre voie.';2016-11-16;6.7
22623;Ripoux 3;'Voilà dix ans que les chemins de René et de François se sont séparés. De l''époque glorieuse où, flics, ils écumaient le quartier Montmartre, il ne leur reste qu''une poignée de souvenirs, l''argent de leurs ripouseries s''étant évaporé avec le temps. Tout à une fin. Jusqu''à ce que ça recommence.René, à la limite de la clochardisation, survit avec pour domicile un bateau déglingué amarré dans le bassin de l''arsenal en contrebas à la BRB, la Brigade de Répression du Banditisme. Le destin s''emploie à réunir de nouveau René et François. Cette fois non plus côte à côte, mais l''un contre l''autre.Passionné depuis toujours par les courses de chevaux et sûr d''un tuyau aussi gagnant que crevé, René veut à tout prix emprunter une somme dérisoire pour jouer. Il va se retrouver ainsi embarqué dans une affaire de blanchiment d''argent à laquelle sont mêlés des commerçants chinois de Belleville...';2003-12-10;5.1
468287;Hannah;'Hannah dresse le portrait intime d''une femme dont la vie bascule lorsqu''elle doit survivre, entre réalité et déni, à l''arrestation de son mari.';2017-09-10;5.9
38984;Coco Chanel & Igor Stravinsky;'Paris, 1913, Coco Chanel est toute dévouée à son travail et vit une grande histoire d''amour avec le fortuné Boy Capel. Au théâtre des Champs-Élysées, Igor Stravinsky présente le Sacre du printemps. Coco est subjuguée. Mais l’œuvre, jugée anticonformiste, est conspuée par une salle au bord de l''émeute. Sept ans plus tard, Coco, couronnée de succès, est dévastée par la mort de Boy. Igor, réfugié à Paris suite à la révolution russe, fait alors sa connaissance. La rencontre est électrique. Coco propose à Igor de l''héberger dans sa villa à Garches, pour qu''il puisse travailler. Igor s''y installe, avec ses enfants et sa femme. Commence alors une liaison passionnée entre les deux créateurs...';2009-09-24;6.2
950115;Les mystères de la duchesse;'Cyril Le Goff fait son tai-chi dans le parc du Manoir quand il est brutalement assassiné. Ce médecin formé aux techniques chamaniques au Tibet avait choqué toute la région en épousant un an plus tôt la duchesse Louise de Crémier... de trente ans son aînée. L’enquête est confiée à Maud Artuis, une capitaine de gendarmerie enceinte de plus de huit mois et qui a perdu son mari peu après avoir appris sa grossesse. Elle reçoit l’aide inattendue de Lucien Labeguerri, un détective privé missionné par Estelle, la fille de la duchesse, qui était persuadée que sa mère était victime d''un abus de faiblesse. Qui a tué Cyril ? La fille de Louise ? Les chasseurs que Cyril avait empêchés de chasser sur le domaine du manoir ? L’ex-petite amie de Cyril ? L’intendant du manoir ? Maud et Lucien ne sont pas au bout de leurs surprises. Les rebondissements de l''enquête vont les amener à se confier sur leurs douloureux parcours de vie… lorsqu’un nouvel assassinat survient.';2022-09-11;6.3
238781;24 Jours;Tout commence le 20 janvier 2006. Le dîner de shabbat s’achève. Ilan a choisi de sortir ce soir-là malgré les réticences de sa mère. En refermant la porte de l’appartement, il lui adresse un baiser pour la réconforter. Ce sera le dernier. Elle ne le reverra jamais. Le récit des 24 jours qui suivent cette scène est une plongée dans la nuit d’un jeune homme enlevé et pris en otage parce qu’il est juif. À travers les messages de ses ravisseurs, se dessine, jour après jour, son calvaire.;2014-04-30;6.8
66128;Les Mythos;'En interceptant par hasard une demande de protection sur un téléphone mobile à la suite de leur prospection (infructueuse) dans des palaces parisiens, trois jeunes de banlieue, ex-agents de sécurité, se font passer pour des gardes du corps expérimentés et sont chargés de protéger Marie Van Verten, jeune et riche (et capricieuse) héritière belge. D''abord opposés par leurs différences sociales et culturelles, les garçons mal dégrossis et la fille choyée vont faire corps et fraterniser afin d''échapper aux ravisseurs lancés sur la piste de Marie. L''histoire s''achève beaucoup mieux qu''elle a commencé puisque l''amour se mêle de jeter l''un des trois jeunes aulnaysiens et la millionnaire bruxelloise dans les bras l''un de l''autre.';2011-07-13;5.8
315946;Passage de Venus;Séquence photo du transit rare de Vénus sur la face du Soleil, une des premières séquences chronophotographiques.;1874-12-09;6.2
452406;À voix haute : La Force de la parole;'Prendre la parole pour changer de vie, c''est le sens des concours Eloquentia auxquels participent chaque année les étudiants de l''Université de Saint-Denis. L''objectif : élire le meilleur orateur du 93. Portrait d''une jeunesse bien dans ses baskets, qui refuse de se laisser enfermer et combat la fatalité...';2017-04-12;7.8
32390;Palais royal !;Une orthophoniste toute simple, mais mariée au fils cadet du roi, devient reine malgré elle à la mort du monarque, et ça rigole pas tous les jours sous les couronnes, ou alors si.;2005-11-23;5.5
61296;Stavisky;Évocation de la vie de Stavisky, escroc assassiné en janvier 1934 dans un chalet de Chamonix après avoir émis de faux bons de caisse au Crédit municipal de Bayonne.;1974-05-15;6.2
369781;Amis publics;'"Ben Perez, atteint d''un cancer à la suite de l''explosion d''une usine de produit chimiques, dont les propriétaires n''ont pas dédommagé les autres victimes, n''a plus que quelque temps à vivre. Son grand frère, Léo, décide, avec ses deux meilleur amis, Franck et Lounès, de réaliser son plus grand rêve : faire un braquage, un faux bien entendu. Cependant, le jour J, le groupe se trompe de banque à cause d''un malentendu avec le GPS du taxi d''un des deux amis et le faux braquage devient un vrai hold-up. Rapidement en cavale, le groupe décide, aidé de Ana, une connaissance, de continuer les vols, devenant des ""Robin des Banques"", pour pouvoir le donner à une association voulant dédommager les autres victimes de l''accident. Devenant des héros nationaux aux yeux du public et des criminels pour la police, le groupe va tout faire pour affronter les divers obstacles se trouvant sur leur chemin."';2016-02-17;6.3
